Symbol,·Ôµ¥Ä¥¼º_½Ã°¡(¿ø),·Ôµ¥Ä¥¼º_Á¾°¡(¿ø),·Ôµ¥Ä¥¼º_°Å·¡·®(ÁÖ),·Ôµ¥Ä¥¼º_PER(IFRS-¿¬°á),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2008-09-25,907000.0,929000.0,4584.0,19.43,-707,172,533
2008-09-26,917000.0,920000.0,2760.0,19.24,-1102,571,531
2008-09-29,920000.0,900000.0,2832.0,18.82,-129,-278,565
2008-09-30,855000.0,880000.0,3195.0,18.4,-66,172,-42
2008-10-01,883000.0,890000.0,2048.0,18.61,488,-485,-41
2008-10-02,907000.0,905000.0,1209.0,18.93,-838,740,83
2008-10-06,900000.0,905000.0,1584.0,18.93,-556,433,-48
2008-10-07,899000.0,893000.0,1681.0,18.68,-647,570,-44
2008-10-08,899000.0,876000.0,2046.0,18.32,-231,236,-3
2008-10-09,879000.0,895000.0,2246.0,18.72,-324,-55,378
2008-10-10,890000.0,885000.0,5968.0,18.51,719,887,-2310
2008-10-13,885000.0,883000.0,2064.0,18.47,-413,82,265
2008-10-14,897000.0,880000.0,3369.0,18.4,1108,-734,-186
2008-10-15,870000.0,880000.0,1859.0,18.4,-294,213,83
2008-10-16,850000.0,857000.0,5021.0,17.92,54,1111,-374
2008-10-17,844000.0,821000.0,4270.0,17.17,-104,-125,175
2008-10-20,801000.0,821000.0,2510.0,17.17,-377,893,-529
2008-10-21,815000.0,786000.0,5248.0,16.44,1889,-1258,-639
2008-10-22,785000.0,687000.0,11960.0,14.37,3156,707,-3310
2008-10-23,604000.0,596000.0,12224.0,12.46,598,1165,-1786
2008-10-24,577000.0,595000.0,8209.0,12.44,-1660,1283,583
2008-10-27,552000.0,566000.0,6899.0,11.84,108,-2192,2098
2008-10-28,540000.0,602000.0,6214.0,12.59,-935,1121,43
2008-10-29,635000.0,623000.0,3893.0,13.03,-400,313,106
2008-10-30,644000.0,658000.0,4709.0,13.76,13,-204,193
2008-10-31,652000.0,689000.0,7240.0,14.41,69,-1634,1548
2008-11-03,679000.0,700000.0,3549.0,14.64,-212,317,-203
2008-11-04,684000.0,678000.0,6230.0,14.18,681,848,-1654
2008-11-05,684000.0,670000.0,5797.0,14.01,1819,-323,-1497
2008-11-06,656000.0,649000.0,2199.0,13.57,-198,322,-137
2008-11-07,640000.0,652000.0,3722.0,13.64,554,-996,447
2008-11-10,660000.0,658000.0,3241.0,13.76,0,-872,848
2008-11-11,664000.0,706000.0,14002.0,14.77,-1735,1095,-813
2008-11-12,775000.0,811000.0,22114.0,16.96,8305,2311,-10540
2008-11-13,840000.0,811000.0,34867.0,16.96,2051,5609,-8860
2008-11-14,850000.0,810000.0,14391.0,16.94,-682,3703,-3718
2008-11-17,795000.0,789000.0,7024.0,16.5,-2005,1444,56
2008-11-18,772000.0,777000.0,7330.0,16.25,-747,2188,-1964
2008-11-19,771000.0,720000.0,5844.0,15.06,-98,589,-681
2008-11-20,686000.0,693000.0,5919.0,14.49,-1555,921,1020
2008-11-21,688000.0,714000.0,8186.0,14.93,556,327,-608
2008-11-24,721000.0,714000.0,4178.0,14.93,-193,-357,21
2008-11-25,729000.0,741000.0,4119.0,15.5,-1086,1087,32
2008-11-26,742000.0,750000.0,5408.0,15.69,-23,-422,-52
2008-11-27,754000.0,735000.0,5984.0,15.37,1264,-1398,39
2008-11-28,736000.0,747000.0,6991.0,15.62,-581,2018,-2245
2008-12-01,738000.0,711000.0,4813.0,14.87,1952,-208,-541
2008-12-02,695000.0,672000.0,5469.0,14.05,2193,-972,-1227
2008-12-03,675000.0,683000.0,7129.0,14.28,1216,-583,-697
2008-12-04,676000.0,666000.0,3601.0,13.93,77,-293,213
2008-12-05,666000.0,710000.0,6390.0,14.85,-3097,401,2367
2008-12-08,705000.0,750000.0,9789.0,15.69,-3397,2561,206
2008-12-09,760000.0,770000.0,3748.0,16.1,-1353,1211,132
2008-12-10,765000.0,789000.0,6310.0,16.5,-2107,3291,-1171
2008-12-11,773000.0,771000.0,5883.0,16.13,15,-81,-454
2008-12-12,767000.0,766000.0,3328.0,16.02,-9,125,-155
2008-12-15,800000.0,842000.0,9188.0,17.61,-2829,3430,-2959
2008-12-16,830000.0,837000.0,8104.0,17.51,259,1060,-3125
2008-12-17,845000.0,800000.0,6865.0,16.73,3161,-545,-2864
2008-12-18,801000.0,820000.0,3982.0,17.15,-140,719,-832
2008-12-19,815000.0,804000.0,5038.0,16.82,473,1264,-1763
2008-12-22,858000.0,821000.0,10738.0,17.17,3563,1386,-5231
2008-12-23,824000.0,819000.0,5694.0,17.13,-788,2837,-2662
2008-12-24,819000.0,848000.0,8523.0,17.74,-1955,5481,-3662
2008-12-26,843000.0,870000.0,8324.0,18.2,-2124,4026,-3872
2008-12-29,862000.0,870000.0,4955.0,18.2,-305,2887,-2598
2008-12-30,879000.0,957000.0,9341.0,20.02,-2606,5858,-3099
2009-01-02,915000.0,899000.0,5537.0,20.94,1362,399,-1689
2009-01-05,905000.0,856000.0,6330.0,19.94,2984,-1096,-1977
2009-01-06,868000.0,875000.0,4471.0,20.39,-943,1861,-1005
2009-01-07,889000.0,861000.0,6857.0,20.06,2944,93,-2946
2009-01-08,865000.0,840000.0,5000.0,19.57,1293,472,-1800
2009-01-09,845000.0,837000.0,4379.0,19.5,496,760,-1497
2009-01-12,830000.0,841000.0,3233.0,19.59,-472,1349,-910
2009-01-13,834000.0,834000.0,3639.0,19.43,386,-58,-398
2009-01-14,834000.0,870000.0,9741.0,20.27,-2426,4551,-2136
2009-01-15,850000.0,860000.0,6814.0,20.04,-1301,1346,451
2009-01-16,850000.0,889000.0,6284.0,20.71,-1549,3275,-2545
2009-01-19,889000.0,890000.0,3151.0,20.73,-275,886,-774
2009-01-20,879000.0,880000.0,1885.0,20.5,422,-353,-222
2009-01-21,867000.0,860000.0,2513.0,20.04,120,57,-651
2009-01-22,860000.0,840000.0,3093.0,19.57,318,502,-1220
2009-01-23,830000.0,840000.0,4825.0,19.57,-110,2188,-2507
2009-01-28,846000.0,866000.0,6044.0,20.18,-1137,3611,-1707
2009-01-29,863000.0,882000.0,3199.0,20.55,-549,-283,430
2009-01-30,870000.0,870000.0,3891.0,20.27,628,-7,-710
2009-02-02,852000.0,872000.0,3168.0,20.32,-590,1016,-396
2009-02-03,860000.0,849000.0,9299.0,19.78,2780,-1907,-925
2009-02-04,850000.0,849000.0,6262.0,19.78,848,747,-1662
2009-02-05,840000.0,819000.0,4889.0,19.08,1958,-1396,-318
2009-02-06,823000.0,824000.0,5747.0,19.2,2145,-1139,-660
2009-02-09,825000.0,835000.0,3481.0,19.45,-98,460,-737
2009-02-10,835000.0,836000.0,2271.0,19.48,15,-310,286
2009-02-11,821000.0,829000.0,2163.0,19.31,83,-571,470
2009-02-12,819000.0,827000.0,4002.0,19.27,689,-916,72
2009-02-13,824000.0,827000.0,2788.0,19.27,-1310,636,215
2009-02-16,819000.0,835000.0,2740.0,19.45,-452,211,373
2009-02-17,821000.0,802000.0,4532.0,18.68,645,-635,-170
2009-02-18,799000.0,761000.0,7939.0,17.73,1388,-181,-1123
2009-02-19,761000.0,742000.0,6622.0,17.29,1759,-1432,-279
2009-02-20,741000.0,700000.0,4834.0,16.31,479,-286,-528
2009-02-23,681000.0,731000.0,4302.0,17.03,0,-323,533
2009-02-24,711000.0,752000.0,5614.0,17.52,-2228,628,679
2009-02-25,751000.0,774000.0,3930.0,18.03,-1714,1209,-357
2009-02-26,774000.0,756000.0,4705.0,17.61,-390,-831,-101
2009-02-27,757000.0,756000.0,3189.0,17.61,-248,893,-181
2009-03-02,738000.0,739000.0,3151.0,17.22,-181,552,-343
2009-03-03,728000.0,767000.0,3087.0,17.87,-1353,203,82
2009-03-04,770000.0,767000.0,4549.0,17.87,284,481,-2109
2009-03-05,757000.0,743000.0,3005.0,17.31,1027,-925,-130
2009-03-06,743000.0,760000.0,2734.0,17.71,-324,1210,-361
2009-03-09,765000.0,759000.0,2075.0,17.68,-167,-18,238
2009-03-10,746000.0,739000.0,4771.0,17.22,2733,-2072,235
2009-03-11,748000.0,739000.0,6268.0,17.22,2663,-3121,917
2009-03-12,737000.0,739000.0,9035.0,17.22,1265,-744,337
2009-03-13,742000.0,730000.0,6807.0,17.01,2730,-790,331
2009-03-16,726000.0,734000.0,4372.0,17.1,534,265,585
2009-03-17,734000.0,734000.0,5160.0,17.1,1913,-1596,-307
2009-03-18,739000.0,735000.0,5125.0,17.12,1827,-2663,704
2009-03-19,741000.0,743000.0,4635.0,17.31,-1118,1112,-183
2009-03-20,743000.0,778000.0,6904.0,18.13,-2916,54,2843
2009-03-23,778000.0,795000.0,5507.0,18.52,-1277,-174,1099
2009-03-24,803000.0,825000.0,11886.0,19.22,-4087,5511,-855
2009-03-25,824000.0,822000.0,2508.0,19.15,-166,314,-124
2009-03-26,813000.0,847000.0,8209.0,19.73,-2183,833,990
2009-03-27,852000.0,863000.0,10210.0,20.11,-2169,1653,525
2009-03-30,868000.0,842000.0,3403.0,19.62,145,441,-581
2009-03-31,830000.0,860000.0,4800.0,20.04,-1670,2322,-651
2009-04-01,848000.0,854000.0,3439.0,19.9,503,-399,-114
2009-04-02,861000.0,855000.0,4039.0,19.92,-170,816,-155
2009-04-03,849000.0,850000.0,4427.0,19.8,558,-368,-181
2009-04-06,845000.0,852000.0,6981.0,19.85,1586,-2568,-480
2009-04-07,844000.0,848000.0,3489.0,19.76,167,281,-551
2009-04-08,846000.0,852000.0,4293.0,19.85,-743,484,-439
2009-04-09,841000.0,835000.0,7574.0,19.45,3923,-4314,458
2009-04-10,839000.0,841000.0,7214.0,19.59,1590,-1343,704
2009-04-13,845000.0,849000.0,6091.0,19.78,218,-41,-215
2009-04-14,850000.0,820000.0,8240.0,19.1,5171,-5033,114
2009-04-15,822000.0,804000.0,4897.0,18.73,1477,-1437,-62
2009-04-16,808000.0,813000.0,6044.0,18.94,1145,-2396,219
2009-04-17,805000.0,798000.0,4656.0,18.59,1750,-1779,41
2009-04-20,794000.0,791000.0,3183.0,18.43,1366,-1354,-9
2009-04-21,779000.0,800000.0,2990.0,18.64,-70,-454,524
2009-04-22,796000.0,793000.0,4455.0,18.47,2189,-2522,208
2009-04-23,800000.0,825000.0,8386.0,19.22,-725,427,197
2009-04-24,825000.0,828000.0,4081.0,19.29,-1720,477,1140
2009-04-27,828000.0,827000.0,3229.0,19.27,266,-117,81
2009-04-28,819000.0,817000.0,3475.0,19.03,-1718,1368,216
2009-04-29,812000.0,821000.0,2101.0,19.13,136,-580,334
2009-04-30,818000.0,830000.0,3517.0,19.34,-236,-214,457
2009-05-04,828000.0,839000.0,3748.0,19.55,-1038,-51,612
2009-05-06,842000.0,831000.0,4400.0,19.36,1318,-1866,19
2009-05-07,832000.0,850000.0,3999.0,19.8,-1349,1079,-483
2009-05-08,848000.0,884000.0,5519.0,20.59,-3318,2810,280
2009-05-11,878000.0,870000.0,2789.0,20.27,698,-829,102
2009-05-12,869000.0,882000.0,2143.0,20.55,-1335,996,208
2009-05-13,876000.0,894000.0,3064.0,20.83,-778,920,-140
2009-05-14,894000.0,861000.0,4283.0,20.06,719,-554,-133
2009-05-15,863000.0,863000.0,1936.0,20.11,186,-131,-101
2009-05-18,852000.0,864000.0,2155.0,20.13,-232,-405,-55
2009-05-19,856000.0,865000.0,4382.0,20.15,151,-927,281
2009-05-20,855000.0,858000.0,3019.0,19.99,1572,-1688,-98
2009-05-21,855000.0,850000.0,7050.0,19.8,2366,-1873,61
2009-05-22,850000.0,885000.0,7940.0,20.62,-4936,1463,3394
2009-05-25,885000.0,860000.0,4269.0,20.04,1674,-1418,-261
2009-05-26,855000.0,823000.0,6161.0,19.17,3819,-2801,-522
2009-05-27,829000.0,814000.0,3984.0,18.96,1356,-1088,-250
2009-05-28,814000.0,805000.0,3642.0,18.75,438,-1477,1062
2009-05-29,804000.0,803000.0,3233.0,18.71,789,-1398,555
2009-06-01,797000.0,798000.0,6328.0,18.59,3470,-3324,312
2009-06-02,803000.0,795000.0,7638.0,18.52,3688,-4244,569
2009-06-03,800000.0,794000.0,3961.0,18.5,1774,-1420,-133
2009-06-04,795000.0,826000.0,20024.0,19.24,-3103,5371,-1014
2009-06-05,837000.0,848000.0,7304.0,19.76,-1803,1067,679
2009-06-08,835000.0,832000.0,2940.0,19.38,-149,318,-350
2009-06-09,832000.0,818000.0,2231.0,19.06,-75,-305,421
2009-06-10,818000.0,851000.0,4038.0,19.83,-1977,1308,698
2009-06-11,850000.0,830000.0,4053.0,19.34,791,-1285,403
2009-06-12,829000.0,843000.0,2697.0,19.64,-919,680,229
2009-06-15,835000.0,831000.0,1553.0,19.36,465,-247,-75
2009-06-16,827000.0,822000.0,1568.0,19.15,-39,-189,244
2009-06-17,816000.0,825000.0,2083.0,19.22,422,-455,419
2009-06-18,832000.0,838000.0,4069.0,19.52,-705,-145,855
2009-06-19,847000.0,858000.0,5071.0,19.99,-2408,522,1885
2009-06-22,850000.0,850000.0,2382.0,19.8,-425,331,166
2009-06-23,845000.0,833000.0,13791.0,19.41,-532,1901,-1815
2009-06-24,835000.0,832000.0,3712.0,19.38,570,-628,59
2009-06-25,830000.0,840000.0,3477.0,19.57,-923,639,420
2009-06-26,841000.0,840000.0,2489.0,19.57,-264,692,308
2009-06-29,840000.0,840000.0,940.0,19.57,-327,258,83
2009-06-30,846000.0,850000.0,5017.0,19.8,-323,647,-270
2009-07-01,848000.0,850000.0,2339.0,19.8,-387,-745,1012
2009-07-02,857000.0,847000.0,1880.0,19.73,475,-987,447
2009-07-03,836000.0,841000.0,1056.0,19.59,-336,-271,548
2009-07-06,840000.0,847000.0,1055.0,19.73,-133,-32,170
2009-07-07,851000.0,847000.0,1326.0,19.73,-223,139,87
2009-07-08,847000.0,847000.0,766.0,19.73,-204,184,20
2009-07-09,848000.0,834000.0,2772.0,19.43,649,-1418,675
2009-07-10,835000.0,835000.0,1290.0,19.45,-143,397,-201
2009-07-13,836000.0,839000.0,2164.0,19.55,-270,252,221
2009-07-14,839000.0,824000.0,1736.0,19.2,848,-625,-221
2009-07-15,821000.0,823000.0,1872.0,19.17,6,22,-43
2009-07-16,826000.0,824000.0,1478.0,19.2,575,-461,-135
2009-07-17,822000.0,830000.0,1461.0,19.34,-1013,203,809
2009-07-20,825000.0,824000.0,4393.0,19.2,1702,-1468,172
2009-07-21,824000.0,800000.0,16610.0,18.64,11156,-10610,556
2009-07-22,803000.0,798000.0,14090.0,18.59,6444,-2896,758
2009-07-23,801000.0,795000.0,6392.0,18.52,1220,-124,403
2009-07-24,796000.0,795000.0,10707.0,18.52,3080,-3111,1003
2009-07-27,795000.0,796000.0,8692.0,18.54,1533,-1216,179
2009-07-28,795000.0,792000.0,10321.0,18.45,5966,-5983,1068
2009-07-29,793000.0,789000.0,8524.0,18.38,3079,-3284,1584
2009-07-30,795000.0,792000.0,6968.0,18.45,1199,-3965,2993
2009-07-31,791000.0,793000.0,12327.0,18.47,4860,-4767,1257
2009-08-03,793000.0,790000.0,8826.0,18.41,4156,-4648,578
2009-08-04,790000.0,783000.0,9393.0,18.24,5637,-6150,408
2009-08-05,784000.0,784000.0,3811.0,18.27,400,-1431,1160
2009-08-06,781000.0,784000.0,3791.0,18.27,-1282,39,1405
2009-08-07,784000.0,788000.0,3085.0,18.36,-272,-477,721
2009-08-10,792000.0,794000.0,5066.0,18.5,409,-1172,377
2009-08-11,795000.0,790000.0,5052.0,18.41,519,-350,-192
2009-08-12,792000.0,785000.0,4823.0,18.29,358,-486,914
2009-08-13,785000.0,782000.0,5978.0,18.22,1052,-160,-931
2009-08-14,782000.0,778000.0,7092.0,18.13,1593,-1059,-548
2009-08-17,768000.0,746000.0,17001.0,17.38,5434,-1521,-3838
2009-08-18,745000.0,755000.0,3511.0,17.59,-1198,977,146
2009-08-19,757000.0,747000.0,4559.0,17.4,1470,-2404,1034
2009-08-20,746000.0,749000.0,3353.0,17.45,281,-978,688
2009-08-21,749000.0,742000.0,7625.0,17.29,-231,-2776,2999
2009-08-24,742000.0,745000.0,3837.0,17.36,759,-1464,696
2009-08-25,745000.0,748000.0,3054.0,17.43,-398,-547,1330
2009-08-26,745000.0,752000.0,3030.0,17.52,782,-906,422
2009-08-27,753000.0,760000.0,4070.0,17.71,606,-880,577
2009-08-28,760000.0,763000.0,4125.0,17.78,105,-1029,914
2009-08-31,767000.0,760000.0,3682.0,17.71,-310,-1048,1361
2009-09-01,756000.0,761000.0,2658.0,17.73,-438,-404,836
2009-09-02,756000.0,758000.0,2352.0,17.66,-364,-101,687
2009-09-03,760000.0,755000.0,2693.0,17.59,-221,-383,716
2009-09-04,752000.0,757000.0,2366.0,17.64,-279,-502,828
2009-09-07,756000.0,752000.0,3112.0,17.52,-361,-342,799
2009-09-08,752000.0,754000.0,3419.0,17.57,-1819,483,1335
2009-09-09,756000.0,761000.0,5543.0,17.73,-977,-341,1320
2009-09-10,766000.0,764000.0,8821.0,17.8,368,-2351,1922
2009-09-11,764000.0,771000.0,7827.0,17.96,668,-1373,916
2009-09-14,772000.0,774000.0,4422.0,18.03,1131,-1298,309
2009-09-15,774000.0,776000.0,5980.0,18.08,48,-1206,526
2009-09-16,773000.0,771000.0,6199.0,17.96,40,-328,284
2009-09-17,774000.0,793000.0,11583.0,18.47,-4978,-1311,6377
2009-09-18,793000.0,792000.0,4555.0,18.45,870,-2477,1624
2009-09-21,792000.0,790000.0,6889.0,18.41,1889,-3766,1828
2009-09-22,793000.0,793000.0,4259.0,18.47,-964,-971,2034
2009-09-23,791000.0,797000.0,4980.0,18.57,-985,-843,1951
2009-09-24,799000.0,796000.0,9508.0,18.54,1352,-2674,1388
2009-09-25,797000.0,799000.0,4396.0,18.61,-1323,28,1295
2009-09-28,799000.0,796000.0,2057.0,18.54,-427,-190,618
2009-09-29,796000.0,805000.0,6546.0,18.75,-1895,-956,2966
2009-09-30,804000.0,805000.0,7411.0,18.75,-2664,1434,995
2009-10-01,810000.0,833000.0,13037.0,19.41,-7646,3627,3892
2009-10-05,833000.0,839000.0,7497.0,19.55,-2835,950,1669
2009-10-06,847000.0,834000.0,4210.0,19.43,-564,-534,1059
2009-10-07,831000.0,837000.0,3881.0,19.5,-1795,1445,569
2009-10-08,840000.0,838000.0,3221.0,19.52,-532,-294,802
2009-10-09,840000.0,834000.0,4210.0,19.43,-787,-267,976
2009-10-12,834000.0,822000.0,4643.0,19.15,814,39,-487
2009-10-13,817000.0,810000.0,6352.0,18.87,-144,-93,687
2009-10-14,811000.0,813000.0,3027.0,18.94,186,-321,133
2009-10-15,813000.0,820000.0,4705.0,19.1,-807,403,721
2009-10-16,818000.0,830000.0,3034.0,19.34,-1113,777,357
2009-10-19,829000.0,826000.0,2879.0,19.24,146,-1988,1844
2009-10-20,825000.0,821000.0,3332.0,19.13,85,-939,1098
2009-10-21,819000.0,816000.0,3304.0,19.01,321,-1191,1365
2009-10-22,814000.0,823000.0,3283.0,19.17,-1436,-557,1768
2009-10-23,823000.0,829000.0,2752.0,19.31,-1521,46,1476
2009-10-26,825000.0,825000.0,2176.0,19.22,-912,-58,968
2009-10-27,831000.0,821000.0,1932.0,19.13,-172,-824,1297
2009-10-28,819000.0,811000.0,4779.0,18.89,-1379,262,1677
2009-10-29,810000.0,814000.0,3846.0,18.96,-1935,107,2005
2009-10-30,813000.0,812000.0,2252.0,18.92,61,-1343,1296
2009-11-02,812000.0,813000.0,2324.0,18.94,-916,-63,875
2009-11-03,812000.0,811000.0,1612.0,18.89,-695,-558,1254
2009-11-04,815000.0,829000.0,4326.0,19.31,-2244,-875,3122
2009-11-05,825000.0,821000.0,1721.0,19.13,363,-1094,725
2009-11-06,818000.0,816000.0,986.0,19.01,172,-563,386
2009-11-09,816000.0,816000.0,1110.0,19.01,-284,131,83
2009-11-10,816000.0,810000.0,2030.0,18.87,144,-497,333
2009-11-11,815000.0,812000.0,2518.0,18.92,-108,-715,1308
2009-11-12,811000.0,812000.0,3224.0,18.92,218,-1180,931
2009-11-13,815000.0,820000.0,2872.0,19.1,-1134,495,802
2009-11-16,818000.0,820000.0,2779.0,19.1,-265,255,310
2009-11-17,815000.0,812000.0,2328.0,18.92,374,-327,-43
2009-11-18,814000.0,823000.0,3601.0,19.17,-2244,280,1964
2009-11-19,820000.0,835000.0,5350.0,19.45,-1426,242,1522
2009-11-20,835000.0,830000.0,2804.0,19.34,497,-1226,765
2009-11-23,828000.0,840000.0,1958.0,19.57,-354,14,650
2009-11-24,840000.0,840000.0,1725.0,19.57,58,-99,542
2009-11-25,836000.0,835000.0,3515.0,19.45,-233,-702,1010
2009-11-26,830000.0,826000.0,2539.0,19.24,1032,-1554,484
2009-11-27,824000.0,813000.0,4480.0,18.94,-1538,-558,1913
2009-11-30,825000.0,825000.0,3768.0,19.22,-25,-1573,1590
2009-12-01,818000.0,825000.0,1923.0,19.22,-430,-432,863
2009-12-02,821000.0,821000.0,2334.0,19.13,528,-955,603
2009-12-03,818000.0,820000.0,1382.0,19.1,-154,-66,291
2009-12-04,819000.0,826000.0,1403.0,19.24,-482,302,177
2009-12-07,835000.0,830000.0,771.0,19.34,-211,-57,319
2009-12-08,825000.0,845000.0,4342.0,19.69,-774,217,461
2009-12-09,847000.0,868000.0,52214.0,20.22,-48256,1195,1058
2009-12-10,868000.0,880000.0,7329.0,20.5,-656,-496,1063
2009-12-11,880000.0,885000.0,3000.0,20.62,177,-286,-136
2009-12-14,885000.0,885000.0,3341.0,20.62,-260,297,-122
2009-12-15,885000.0,888000.0,1501.0,20.69,-57,-431,443
2009-12-16,891000.0,886000.0,1525.0,20.64,-61,149,-169
2009-12-17,884000.0,875000.0,1948.0,20.39,-214,-79,197
2009-12-18,873000.0,862000.0,1705.0,20.08,343,10,-350
2009-12-21,867000.0,864000.0,1205.0,20.13,-122,-57,68
2009-12-22,862000.0,862000.0,951.0,20.08,-266,209,208
2009-12-23,862000.0,866000.0,1330.0,20.18,-12,93,177
2009-12-24,864000.0,879000.0,2298.0,20.48,-607,217,679
2009-12-28,872000.0,874000.0,2594.0,20.36,422,-613,205
2009-12-29,868000.0,860000.0,1429.0,20.04,178,-151,-21
2009-12-30,860000.0,843000.0,3015.0,19.64,795,-686,201
2010-01-04,842000.0,841000.0,2010.0,128.29,179,-224,289
2010-01-05,841000.0,867000.0,4211.0,132.25,-1146,428,727
2010-01-06,867000.0,856000.0,1422.0,130.57,295,-137,-35
2010-01-07,852000.0,856000.0,1334.0,130.57,356,-306,42
2010-01-08,848000.0,870000.0,638.0,132.71,-128,-44,115
2010-01-11,861000.0,871000.0,1934.0,132.86,-497,400,63
2010-01-12,871000.0,857000.0,1460.0,130.73,384,-613,154
2010-01-13,852000.0,843000.0,1179.0,128.59,432,-556,87
2010-01-14,841000.0,844000.0,1816.0,128.74,418,125,-572
2010-01-15,840000.0,844000.0,1478.0,128.74,349,-147,-89
2010-01-18,844000.0,830000.0,2029.0,126.61,88,-53,-35
2010-01-19,827000.0,838000.0,884.0,127.83,177,-360,198
2010-01-20,833000.0,837000.0,1759.0,127.68,704,-764,159
2010-01-21,832000.0,844000.0,535.0,128.74,-243,191,-1
2010-01-22,843000.0,824000.0,1948.0,125.69,474,-258,-204
2010-01-25,827000.0,821000.0,1673.0,125.24,319,-704,393
2010-01-26,821000.0,816000.0,2866.0,124.47,686,-304,-45
2010-01-27,818000.0,808000.0,966.0,123.25,-168,-91,220
2010-01-28,810000.0,818000.0,1225.0,124.78,-372,234,190
2010-01-29,822000.0,828000.0,1976.0,126.3,-541,-84,643
2010-02-01,823000.0,815000.0,2392.0,124.32,650,-324,-335
2010-02-02,817000.0,816000.0,2228.0,124.47,365,-351,8
2010-02-03,816000.0,816000.0,1491.0,124.47,107,-328,237
2010-02-04,816000.0,809000.0,1726.0,123.4,1101,-871,-231
2010-02-05,804000.0,798000.0,1837.0,121.73,-317,-58,368
2010-02-08,810000.0,793000.0,1125.0,120.96,224,-308,96
2010-02-09,793000.0,791000.0,1531.0,120.66,-108,-61,216
2010-02-10,791000.0,783000.0,2112.0,119.44,61,-132,175
2010-02-11,791000.0,809000.0,1793.0,123.4,-1184,682,455
2010-02-12,802000.0,791000.0,2124.0,120.66,973,-817,-123
2010-02-16,788000.0,794000.0,561.0,121.12,-181,-40,162
2010-02-17,809000.0,807000.0,946.0,123.1,-563,146,404
2010-02-18,811000.0,827000.0,1493.0,126.15,-957,-59,1048
2010-02-19,829000.0,821000.0,634.0,125.24,-181,149,55
2010-02-22,821000.0,825000.0,1697.0,125.85,-1052,285,721
2010-02-23,825000.0,823000.0,1832.0,125.54,-157,90,86
2010-02-24,825000.0,811000.0,1298.0,123.71,248,399,-633
2010-02-25,812000.0,802000.0,1183.0,122.34,191,398,-531
2010-02-26,802000.0,811000.0,2258.0,123.71,-198,263,-73
2010-03-02,811000.0,829000.0,1998.0,126.46,-401,429,176
2010-03-03,821000.0,831000.0,1132.0,126.76,-757,631,127
2010-03-04,833000.0,830000.0,1838.0,126.61,182,-522,362
2010-03-05,826000.0,841000.0,2527.0,128.29,-297,-1085,1184
2010-03-08,831000.0,838000.0,1110.0,127.83,400,-170,-282
2010-03-09,832000.0,849000.0,2646.0,129.51,-1082,182,1082
2010-03-10,849000.0,862000.0,4208.0,131.49,-1874,35,1710
2010-03-11,862000.0,878000.0,7104.0,133.93,-2842,1107,1596
2010-03-12,879000.0,876000.0,2283.0,133.62,-448,517,-586
2010-03-15,881000.0,861000.0,1405.0,131.34,-267,676,-372
2010-03-16,861000.0,857000.0,1453.0,130.73,3,-327,260
2010-03-17,870000.0,874000.0,2011.0,133.32,-1071,-214,1573
2010-03-18,874000.0,883000.0,2858.0,134.69,-1815,317,1546
2010-03-19,877000.0,865000.0,4010.0,131.95,-1,177,-280
2010-03-22,865000.0,843000.0,3010.0,128.59,913,486,-1294
2010-03-23,845000.0,858000.0,703.0,130.88,-446,111,181
2010-03-24,854000.0,863000.0,718.0,131.64,-284,102,260
2010-03-25,869000.0,859000.0,718.0,131.03,-65,28,21
2010-03-26,851000.0,851000.0,1159.0,129.81,423,42,-388
2010-03-29,845000.0,857000.0,1058.0,130.73,-206,-10,-199
2010-03-30,847000.0,858000.0,1097.0,130.88,-12,117,-129
2010-03-31,858000.0,865000.0,1119.0,131.95,-223,561,-178
2010-04-01,864000.0,861000.0,607.0,131.34,-69,18,-15
2010-04-02,855000.0,842000.0,1543.0,128.44,644,-526,44
2010-04-05,839000.0,837000.0,1112.0,127.68,407,-526,48
2010-04-06,837000.0,844000.0,833.0,128.74,8,-213,190
2010-04-07,844000.0,852000.0,2470.0,129.96,-154,-597,859
2010-04-08,852000.0,852000.0,852.0,129.96,-112,48,97
2010-04-09,845000.0,851000.0,1021.0,129.81,226,-228,37
2010-04-12,845000.0,855000.0,1109.0,130.42,-368,-258,575
2010-04-13,846000.0,845000.0,348.0,128.9,37,-106,61
2010-04-14,842000.0,861000.0,900.0,131.34,-586,225,360
2010-04-15,853000.0,858000.0,611.0,130.88,232,-304,175
2010-04-16,848000.0,850000.0,1726.0,129.66,502,-301,-89
2010-04-19,853000.0,841000.0,795.0,128.29,-432,420,8
2010-04-20,842000.0,855000.0,1743.0,130.42,-913,-174,1163
2010-04-21,847000.0,850000.0,787.0,129.66,275,-186,-109
2010-04-22,843000.0,833000.0,1822.0,127.07,1180,-550,-674
2010-04-23,834000.0,829000.0,888.0,126.46,364,-323,-72
2010-04-26,827000.0,829000.0,1226.0,126.46,103,-149,-80
